timestamp,ph,turbidez_ntu,oxigenio_dissolvido,temperatura_c,bateria_v,label_classificacao
2025-02-14 16:00:00,6.81,20.88,6.51,27.34,13.08,0
2025-02-14 17:00:00,6.61,41.82,5.66,28.02,13.1,0
2025-02-14 18:00:00,6.95,4.63,6.8,28.26,13.17,0
2025-02-14 19:00:00,6.73,6.78,6.88,28.79,11.71,0
2025-02-14 20:00:00,6.57,12.74,7.01,28.2,11.71,0
2025-02-14 21:00:00,6.74,14.71,7.67,27.18,11.81,0
2025-02-14 22:00:00,7.03,20.97,6.71,27.99,11.79,0
2025-02-14 23:00:00,6.93,10.06,6.47,31.65,11.99,0
2025-02-15 00:00:00,6.75,18.54,5.7,28.47,11.88,0
2025-02-15 01:00:00,6.75,32.53,6.7,25.13,11.86,0
2025-02-15 02:00:00,6.75,23.89,6.78,27.41,11.78,0
2025-02-15 03:00:00,7.11,12.41,5.82,28.02,11.78,0
2025-02-15 04:00:00,6.86,28.2,6.38,27.79,11.72,0
2025-02-15 05:00:00,6.86,11.98,6.51,27.9,11.71,0
2025-02-15 06:00:00,6.95,17.78,6.76,28.43,12.99,0
2025-02-15 07:00:00,6.84,31.4,6.93,28.76,13.42,0
2025-02-15 08:00:00,6.76,14.41,6.23,28.39,12.82,0
2025-02-15 09:00:00,6.77,5.42,6.6,29.43,13.37,0
2025-02-15 10:00:00,6.79,17.41,6.79,25.76,12.88,0
2025-02-15 11:00:00,6.79,31.59,6.41,27.62,13.38,0
2025-02-15 12:00:00,6.91,33.59,6.29,28.65,13.22,0
2025-02-15 13:00:00,6.81,6.52,6.86,28.38,13.15,0
2025-02-15 14:00:00,6.91,27.41,6.41,27.02,13.35,0
2025-02-15 15:00:00,6.79,13.74,5.9,27.2,12.83,0
2025-02-15 16:00:00,6.81,43.68,7.19,26.74,12.98,0
2025-02-15 17:00:00,6.5,5.54,5.96,29.46,13.29,0
2025-02-15 18:00:00,6.94,27.05,6.45,25.22,13.48,0
2025-02-15 19:00:00,6.85,12.58,6.66,26.08,11.85,0
2025-02-15 20:00:00,6.95,10.19,6.73,28.63,11.9,0
2025-02-15 21:00:00,6.37,32.36,6.58,28.81,11.79,0
2025-02-15 22:00:00,7.11,35.88,5.03,25.62,11.75,0
2025-02-15 23:00:00,6.78,2.05,6.15,28.94,11.83,0
2025-02-16 00:00:00,6.97,32.76,6.65,28.27,11.65,0
2025-02-16 01:00:00,6.64,15.8,6.45,28.77,11.79,0
2025-02-16 02:00:00,6.89,17.04,6.76,28.11,11.99,0
2025-02-16 03:00:00,6.64,5.24,7.01,28.64,11.91,0
2025-02-16 04:00:00,6.71,25.81,6.75,28.69,11.82,0
2025-02-16 05:00:00,7.09,68.3,6.14,28.71,11.72,0
2025-02-16 06:00:00,6.77,10.73,6.23,28.37,12.98,0
2025-02-16 07:00:00,6.83,38.2,7.32,27.87,13.58,0
2025-02-16 08:00:00,6.93,16.57,6.41,27.88,13.05,0
2025-02-16 09:00:00,6.87,11.09,6.45,28.35,13.23,0
2025-02-16 10:00:00,6.82,4.27,6.75,29.24,12.82,0
2025-02-16 11:00:00,6.85,41.87,7.12,30.95,13.51,0
2025-02-16 12:00:00,7.16,18.14,6.05,28.79,13.43,0
2025-02-16 13:00:00,6.79,11.57,6.25,28.57,12.96,0
2025-02-16 14:00:00,6.83,13.21,5.7,29.82,13.55,0
2025-02-16 15:00:00,6.96,27.27,6.35,28.59,13.05,0
2025-02-16 16:00:00,6.97,11.56,6.78,26.41,13.35,0
2025-02-16 17:00:00,6.98,7.34,6.32,26.9,13.46,0
2025-02-16 18:00:00,6.9,15.24,7.38,30.74,13.39,0
2025-02-16 19:00:00,6.63,14.88,6.56,26.93,11.63,0
2025-02-16 20:00:00,7.05,14.63,6.45,28.86,11.65,0
2025-02-16 21:00:00,6.63,11.69,6.32,26.52,11.6,0
2025-02-16 22:00:00,6.85,39.09,5.82,29.93,11.93,0
2025-02-16 23:00:00,6.69,84.48,6.45,27.31,11.88,0
2025-02-17 00:00:00,6.79,6.54,6.68,28.12,11.75,0
2025-02-17 01:00:00,6.85,1.66,6.44,27.66,11.71,0
2025-02-17 02:00:00,6.85,13.81,6.62,28.76,11.79,0
2025-02-17 03:00:00,6.86,1.94,6.16,28.26,11.97,0
2025-02-17 04:00:00,7.04,3.84,5.88,29.36,11.66,0
2025-02-17 05:00:00,6.87,10.89,6.45,28.98,11.62,0
2025-02-17 06:00:00,6.76,27.13,6.61,28.42,13.12,0
2025-02-17 07:00:00,6.94,13.68,6.42,28.98,12.98,0
2025-02-17 08:00:00,6.98,1.11,6.6,29.05,12.82,0
2025-02-17 09:00:00,6.62,13.54,6.89,27.4,12.99,0
2025-02-17 10:00:00,6.89,14.36,6.89,27.29,13.36,0
2025-02-17 11:00:00,6.91,14.55,6.93,30.33,13.53,0
2025-02-17 12:00:00,6.76,35.25,7.0,29.06,12.87,0
2025-02-17 13:00:00,7.01,31.32,6.75,28.61,13.24,0
2025-02-17 14:00:00,6.78,17.62,6.68,26.8,13.36,0
2025-02-17 15:00:00,6.82,59.85,7.47,25.32,13.02,0
2025-02-17 16:00:00,6.77,10.86,6.89,27.56,13.26,0
2025-02-17 17:00:00,6.8,15.09,6.08,27.32,13.37,0
2025-02-17 18:00:00,6.64,16.35,5.57,27.53,13.47,0
2025-02-17 19:00:00,6.58,4.22,6.38,29.28,11.82,0
2025-02-17 20:00:00,7.04,16.62,6.81,30.29,11.7,0
2025-02-17 21:00:00,6.67,3.41,6.98,29.66,11.88,0
2025-02-17 22:00:00,6.65,9.47,5.87,27.09,11.91,0
2025-02-17 23:00:00,6.48,18.22,6.86,28.81,11.93,0
2025-02-18 00:00:00,6.7,4.97,7.07,27.27,11.86,0
2025-02-18 01:00:00,6.6,21.3,6.8,25.24,11.99,0
2025-02-18 02:00:00,7.05,8.21,6.71,27.89,11.89,0
2025-02-18 03:00:00,6.95,12.38,6.43,29.89,11.74,0
2025-02-18 04:00:00,6.7,24.06,6.27,27.5,11.74,0
2025-02-18 05:00:00,7.14,15.63,6.89,29.25,11.97,0
2025-02-18 06:00:00,6.95,20.94,6.79,27.0,13.03,0
2025-02-18 07:00:00,6.75,23.01,6.34,29.03,13.26,0
2025-02-18 08:00:00,6.43,15.43,7.77,27.63,13.05,0
2025-02-18 09:00:00,7.14,21.83,5.75,30.29,13.13,0
2025-02-18 10:00:00,6.59,9.34,6.38,27.53,13.37,0
2025-02-18 11:00:00,6.55,23.85,6.11,27.19,12.81,0
2025-02-18 12:00:00,6.95,13.88,6.69,30.21,13.02,0
2025-02-18 13:00:00,7.17,39.77,5.53,27.13,12.91,0
2025-02-18 14:00:00,7.01,18.51,7.13,28.32,12.9,0
2025-02-18 15:00:00,6.88,10.52,7.0,27.15,13.57,0
2025-02-18 16:00:00,6.89,24.15,6.63,29.39,13.1,0
2025-02-18 17:00:00,6.93,40.94,6.34,29.95,13.22,0
2025-02-18 18:00:00,6.91,11.34,6.86,26.99,13.39,0
2025-02-18 19:00:00,6.84,9.8,6.66,28.82,11.98,0
2025-02-18 20:00:00,6.82,0.57,6.98,28.96,11.9,0
2025-02-18 21:00:00,6.79,18.47,6.44,28.19,11.67,0
2025-02-18 22:00:00,6.69,12.8,6.41,30.29,11.66,0
2025-02-18 23:00:00,6.76,24.08,7.04,30.28,11.85,0
2025-02-19 00:00:00,6.55,24.45,6.82,26.72,11.85,0
2025-02-19 01:00:00,6.79,4.43,6.41,29.81,11.7,0
2025-02-19 02:00:00,6.65,31.23,6.68,28.76,11.88,0
2025-02-19 03:00:00,6.63,8.6,6.59,28.37,11.95,0
2025-02-19 04:00:00,6.83,11.39,6.73,27.65,11.9,0
2025-02-19 05:00:00,7.01,21.39,7.13,25.78,11.85,0
2025-02-19 06:00:00,6.94,6.13,6.33,28.42,12.84,0
2025-02-19 07:00:00,6.56,9.88,6.18,28.46,13.18,0
2025-02-19 08:00:00,6.65,5.59,6.64,30.99,13.39,0
2025-02-19 09:00:00,6.94,33.11,6.23,26.99,13.21,0
2025-02-19 10:00:00,6.65,12.22,6.04,25.59,12.86,0
2025-02-19 11:00:00,6.77,5.06,7.0,26.23,13.15,0
2025-02-19 12:00:00,6.88,5.43,6.36,30.39,13.37,0
2025-02-19 13:00:00,6.65,29.45,5.57,27.33,12.85,0
2025-02-19 14:00:00,6.82,7.93,6.92,30.05,12.85,0
2025-02-19 15:00:00,6.6,11.18,6.28,28.01,13.1,0
2025-02-19 16:00:00,6.71,17.16,6.79,26.54,12.96,0
2025-02-19 17:00:00,6.85,12.93,7.04,31.0,13.55,0
2025-02-19 18:00:00,6.56,2.45,6.59,29.98,13.27,0
2025-02-19 19:00:00,6.87,25.95,5.48,27.73,11.89,0
2025-02-19 20:00:00,6.8,13.71,5.52,29.5,11.72,0
2025-02-19 21:00:00,6.88,20.77,6.16,28.18,11.85,0
2025-02-19 22:00:00,6.83,27.31,6.47,28.66,11.95,0
2025-02-19 23:00:00,7.0,1.8,7.1,30.64,11.91,0
2025-02-20 00:00:00,6.82,27.49,6.65,25.72,11.74,0
2025-02-20 01:00:00,6.74,74.2,7.81,27.46,11.98,0
2025-02-20 02:00:00,6.82,22.42,5.75,28.04,11.89,0
2025-02-20 03:00:00,6.88,40.2,6.56,28.5,11.92,0
2025-02-20 04:00:00,5.95,155.66,6.28,26.13,11.92,1
2025-02-20 05:00:00,6.24,155.93,6.62,29.38,11.73,1
2025-02-20 06:00:00,5.52,178.61,7.38,26.27,13.46,1
2025-02-20 07:00:00,6.03,166.01,7.41,26.13,13.37,1
2025-02-20 08:00:00,5.44,172.51,6.53,27.62,13.32,1
2025-02-20 09:00:00,5.98,150.35,6.93,30.84,13.53,1
2025-02-20 10:00:00,5.73,139.92,6.61,31.81,12.85,1
2025-02-20 11:00:00,5.96,97.9,5.96,28.73,12.93,1
2025-02-20 12:00:00,5.59,165.16,6.51,27.64,13.13,1
2025-02-20 13:00:00,6.33,90.2,6.25,28.23,13.1,1
2025-02-20 14:00:00,6.13,62.16,6.47,28.5,13.13,1
2025-02-20 15:00:00,6.33,171.19,6.07,30.2,12.97,1
2025-02-20 16:00:00,5.78,153.71,6.58,26.17,12.92,1
2025-02-20 17:00:00,6.12,107.26,6.65,29.79,13.21,1
2025-02-20 18:00:00,5.48,115.57,6.85,25.86,13.54,1
2025-02-20 19:00:00,6.49,118.3,6.65,27.28,11.84,1
2025-02-20 20:00:00,5.56,101.9,7.32,28.0,11.98,1
2025-02-20 21:00:00,6.28,102.97,7.6,28.62,11.72,1
2025-02-20 22:00:00,6.15,125.15,6.3,27.99,11.88,1
2025-02-20 23:00:00,6.19,96.88,6.99,28.26,11.9,1
2025-02-21 00:00:00,5.59,100.71,7.56,28.06,11.87,1
2025-02-21 01:00:00,6.26,153.01,7.0,25.72,11.71,1
2025-02-21 02:00:00,5.8,148.28,6.86,28.86,11.67,1
2025-02-21 03:00:00,6.1,78.9,5.59,29.22,11.76,1
2025-02-21 04:00:00,6.94,9.29,6.22,30.01,11.87,0
2025-02-21 05:00:00,7.13,29.66,6.29,30.77,11.88,0
2025-02-21 06:00:00,6.72,10.85,7.19,28.62,12.9,0
2025-02-21 07:00:00,6.59,6.64,6.13,30.12,13.55,0
2025-02-21 08:00:00,6.79,2.74,6.46,28.03,13.31,0
2025-02-21 09:00:00,7.19,14.48,6.92,25.82,12.82,0
2025-02-21 10:00:00,6.68,3.46,6.11,29.44,13.33,0
2025-02-21 11:00:00,7.05,8.18,6.64,29.11,13.16,0
2025-02-21 12:00:00,7.05,16.46,6.57,28.0,13.58,0
2025-02-21 13:00:00,6.72,36.51,6.94,27.91,13.46,0
2025-02-21 14:00:00,6.89,13.3,6.83,28.72,12.94,0
2025-02-21 15:00:00,7.04,4.32,6.81,27.49,13.38,0
2025-02-21 16:00:00,6.74,15.31,6.6,28.66,13.19,0
2025-02-21 17:00:00,6.77,35.54,5.66,26.62,12.95,0
2025-02-21 18:00:00,6.71,13.05,6.57,26.79,13.36,0
2025-02-21 19:00:00,6.65,40.78,6.53,26.02,11.78,0
2025-02-21 20:00:00,6.7,16.39,6.88,31.37,11.99,0
2025-02-21 21:00:00,6.62,27.57,6.29,28.11,11.74,0
2025-02-21 22:00:00,6.81,19.65,6.52,29.81,11.75,0
2025-02-21 23:00:00,6.68,39.46,6.54,26.35,11.94,0
2025-02-22 00:00:00,6.84,62.46,6.14,27.73,11.86,0
2025-02-22 01:00:00,6.57,11.31,5.92,28.83,11.77,0
2025-02-22 02:00:00,6.85,18.8,6.69,30.21,11.94,0
2025-02-22 03:00:00,6.93,36.49,7.0,27.1,11.66,0
2025-02-22 04:00:00,6.5,20.16,6.19,27.4,11.99,0
2025-02-22 05:00:00,6.86,2.58,6.39,26.81,11.96,0
2025-02-22 06:00:00,6.98,13.22,6.91,27.82,12.89,0
2025-02-22 07:00:00,6.62,20.03,6.96,26.47,13.22,0
2025-02-22 08:00:00,7.05,46.88,6.62,25.84,13.3,0
2025-02-22 09:00:00,6.86,18.04,6.71,28.39,13.12,0
2025-02-22 10:00:00,6.69,7.69,6.77,29.01,13.03,0
2025-02-22 11:00:00,6.79,20.39,6.86,26.29,13.45,0
2025-02-22 12:00:00,6.88,43.75,5.96,26.99,12.85,0
2025-02-22 13:00:00,6.81,9.85,7.46,27.85,13.02,0
2025-02-22 14:00:00,6.88,10.97,6.64,30.56,12.83,0
2025-02-22 15:00:00,6.66,9.99,6.86,23.75,12.81,0
2025-02-22 16:00:00,6.83,4.95,6.12,28.67,13.08,0
2025-02-22 17:00:00,6.59,17.43,6.41,29.02,12.96,0
2025-02-22 18:00:00,6.78,15.91,6.69,26.93,13.01,0
2025-02-22 19:00:00,6.66,2.94,5.6,27.48,11.67,0
2025-02-22 20:00:00,6.69,8.25,6.05,28.5,11.93,0
2025-02-22 21:00:00,6.99,19.21,6.14,27.96,11.69,0
2025-02-22 22:00:00,6.96,27.11,5.86,30.55,11.73,0
2025-02-22 23:00:00,6.89,32.44,6.55,28.15,11.87,0
2025-02-23 00:00:00,6.64,28.67,6.46,29.29,11.78,0
2025-02-23 01:00:00,6.75,16.64,7.21,28.68,11.82,0
2025-02-23 02:00:00,6.98,4.14,5.94,29.04,11.95,0
2025-02-23 03:00:00,6.82,13.92,6.62,26.83,11.64,0
2025-02-23 04:00:00,7.15,0.96,6.06,28.3,11.77,0
2025-02-23 05:00:00,6.86,19.28,5.64,27.9,11.65,0
2025-02-23 06:00:00,6.83,9.56,6.79,26.93,13.46,0
2025-02-23 07:00:00,6.75,1.74,6.84,29.39,12.86,0
2025-02-23 08:00:00,6.82,21.97,6.78,24.98,12.97,0
2025-02-23 09:00:00,6.78,43.4,5.84,30.02,12.92,0
2025-02-23 10:00:00,6.91,3.51,6.54,24.67,13.46,0
2025-02-23 11:00:00,6.94,23.29,6.8,27.77,13.49,0
2025-02-23 12:00:00,6.68,12.09,6.98,29.41,13.22,0
2025-02-23 13:00:00,6.6,8.63,6.81,26.22,12.88,0
2025-02-23 14:00:00,6.52,8.65,6.98,28.64,12.91,0
2025-02-23 15:00:00,6.88,12.08,7.03,28.47,13.45,0
2025-02-23 16:00:00,6.63,12.05,6.55,28.49,13.54,0
2025-02-23 17:00:00,6.48,16.14,6.75,27.48,12.96,0
2025-02-23 18:00:00,6.86,7.9,7.0,27.3,12.81,0
2025-02-23 19:00:00,7.17,9.43,6.7,25.64,11.87,0
2025-02-23 20:00:00,6.8,24.87,7.1,27.84,11.99,0
2025-02-23 21:00:00,6.93,7.26,6.94,29.38,11.67,0
2025-02-23 22:00:00,6.81,20.21,6.18,27.32,11.8,0
2025-02-23 23:00:00,6.79,12.6,5.85,27.39,11.74,0
2025-02-24 00:00:00,6.94,10.57,6.51,30.38,11.84,0
2025-02-24 01:00:00,6.76,52.84,5.91,27.75,11.86,0
2025-02-24 02:00:00,6.84,5.06,6.54,28.53,11.91,0
2025-02-24 03:00:00,6.85,45.4,6.5,28.8,11.69,0
2025-02-24 04:00:00,6.7,29.9,7.15,27.75,11.72,0
2025-02-24 05:00:00,6.95,9.78,6.75,29.02,11.86,0
2025-02-24 06:00:00,6.77,30.5,6.99,29.48,13.06,0
2025-02-24 07:00:00,6.69,0.45,6.26,29.36,12.8,0
2025-02-24 08:00:00,6.88,8.99,7.26,29.52,12.85,0
2025-02-24 09:00:00,6.67,7.36,6.95,24.88,13.3,0
2025-02-24 10:00:00,6.8,22.16,6.71,26.24,13.21,0
2025-02-24 11:00:00,6.8,27.48,5.6,27.23,13.15,0
2025-02-24 12:00:00,6.96,21.9,7.09,26.81,13.46,0
2025-02-24 13:00:00,6.87,18.32,7.39,26.92,13.2,0
2025-02-24 14:00:00,6.8,31.91,6.51,29.33,13.11,0
2025-02-24 15:00:00,6.92,28.84,6.52,28.16,12.93,0
2025-02-24 16:00:00,7.01,9.58,6.24,27.79,13.46,0
2025-02-24 17:00:00,6.88,10.53,5.68,27.66,13.26,0
2025-02-24 18:00:00,6.8,27.71,6.22,27.4,12.87,0
2025-02-24 19:00:00,6.6,16.02,7.33,27.64,11.74,0
2025-02-24 20:00:00,6.64,16.88,7.04,30.08,11.83,0
2025-02-24 21:00:00,6.75,18.59,6.11,25.35,11.68,0
2025-02-24 22:00:00,6.71,2.72,6.21,29.91,11.63,0
2025-02-24 23:00:00,6.77,9.21,7.57,31.44,11.76,0
2025-02-25 00:00:00,6.81,23.55,5.99,29.9,11.71,0
2025-02-25 01:00:00,6.88,9.14,6.14,26.52,11.98,0
2025-02-25 02:00:00,6.79,13.78,6.29,27.27,11.78,0
2025-02-25 03:00:00,6.87,23.44,5.82,29.55,11.7,0
2025-02-25 04:00:00,6.81,33.14,6.23,27.63,11.8,0
2025-02-25 05:00:00,6.5,35.87,6.24,27.24,11.76,0
2025-02-25 06:00:00,6.66,37.26,6.05,27.85,13.52,0
2025-02-25 07:00:00,6.78,14.84,7.16,26.32,12.96,0
2025-02-25 08:00:00,6.62,13.65,5.92,27.8,12.88,0
2025-02-25 09:00:00,6.89,5.71,6.43,26.19,13.35,0
2025-02-25 10:00:00,7.03,43.57,6.06,29.08,13.46,0
2025-02-25 11:00:00,6.98,13.19,6.4,26.73,13.48,0
2025-02-25 12:00:00,6.77,42.89,6.04,28.08,13.31,0
2025-02-25 13:00:00,7.02,20.62,6.54,27.33,13.47,0
2025-02-25 14:00:00,6.82,34.2,6.66,28.57,13.36,0
2025-02-25 15:00:00,6.75,15.64,7.2,29.23,12.87,0
2025-02-25 16:00:00,6.71,25.13,6.21,28.43,13.41,0
2025-02-25 17:00:00,6.75,34.99,7.31,26.95,12.94,0
2025-02-25 18:00:00,6.74,11.02,6.1,27.16,12.99,0
2025-02-25 19:00:00,6.83,37.39,6.38,31.54,11.84,0
2025-02-25 20:00:00,6.82,6.49,7.38,29.42,11.87,0
2025-02-25 21:00:00,6.8,51.93,7.95,27.7,11.87,0
2025-02-25 22:00:00,6.87,18.64,7.34,27.14,11.93,0
2025-02-25 23:00:00,6.98,9.33,6.39,25.84,11.88,0
2025-02-26 00:00:00,6.94,29.5,6.76,29.69,11.99,0
2025-02-26 01:00:00,6.58,21.33,6.84,26.93,11.81,0
2025-02-26 02:00:00,6.42,2.9,6.67,29.58,11.69,0
2025-02-26 03:00:00,6.94,12.09,6.0,29.24,11.66,0
2025-02-26 04:00:00,6.59,6.79,6.62,30.03,11.67,0
2025-02-26 05:00:00,6.77,7.37,6.25,29.14,11.83,0
2025-02-26 06:00:00,6.62,7.13,6.02,27.69,13.38,0
2025-02-26 07:00:00,6.53,24.29,6.34,28.02,13.03,0
2025-02-26 08:00:00,6.88,31.08,6.66,28.04,12.84,0
2025-02-26 09:00:00,6.91,8.6,7.0,27.6,13.34,0
2025-02-26 10:00:00,6.71,2.07,6.37,25.57,13.32,0
2025-02-26 11:00:00,6.41,60.04,6.46,24.77,13.44,0
2025-02-26 12:00:00,6.72,18.79,6.9,29.14,13.29,0
2025-02-26 13:00:00,6.86,29.65,6.54,27.73,12.93,0
2025-02-26 14:00:00,6.58,14.27,6.69,29.44,13.48,0
2025-02-26 15:00:00,6.83,1.53,6.54,27.43,13.3,0
2025-02-26 16:00:00,6.8,22.6,6.6,28.0,13.45,0
2025-02-26 17:00:00,6.89,48.35,5.96,29.39,13.42,0
2025-02-26 18:00:00,6.82,9.79,6.56,30.33,13.04,0
2025-02-26 19:00:00,6.65,1.3,7.21,27.53,11.97,0
2025-02-26 20:00:00,6.98,5.68,6.58,26.5,11.93,0
2025-02-26 21:00:00,6.78,30.65,6.08,29.82,11.96,0
2025-02-26 22:00:00,6.8,21.21,7.24,27.57,11.9,0
2025-02-26 23:00:00,6.66,37.5,6.86,27.27,11.82,0
2025-02-27 00:00:00,6.73,16.78,6.88,27.4,11.64,0
2025-02-27 01:00:00,6.67,27.16,6.87,26.92,11.65,0
2025-02-27 02:00:00,6.77,11.8,5.94,29.16,11.71,0
2025-02-27 03:00:00,7.06,6.12,6.82,25.99,11.99,0
2025-02-27 04:00:00,6.59,27.21,7.19,28.15,11.86,0
2025-02-27 05:00:00,6.56,31.0,6.26,28.37,11.73,0
2025-02-27 06:00:00,7.02,9.99,5.54,27.1,12.9,0
2025-02-27 07:00:00,6.77,45.48,6.68,30.38,13.44,0
2025-02-27 08:00:00,6.7,46.32,6.52,29.35,13.53,0
2025-02-27 09:00:00,6.96,7.17,5.73,27.32,13.08,0
2025-02-27 10:00:00,6.71,7.49,6.8,27.84,13.36,0
2025-02-27 11:00:00,7.07,7.82,6.77,29.34,12.92,0
2025-02-27 12:00:00,6.9,15.09,5.77,28.12,13.35,0
2025-02-27 13:00:00,6.73,12.27,7.44,30.1,12.82,0
2025-02-27 14:00:00,7.12,4.86,6.88,28.85,12.92,0
2025-02-27 15:00:00,6.71,8.02,5.55,28.38,13.37,0
2025-02-27 16:00:00,6.91,1.58,6.91,28.37,13.37,0
2025-02-27 17:00:00,6.84,1.99,6.89,32.72,13.31,0
2025-02-27 18:00:00,7.0,3.93,7.21,26.47,13.18,0
2025-02-27 19:00:00,7.03,57.88,6.19,26.36,11.73,0
2025-02-27 20:00:00,6.8,53.32,6.92,27.64,11.69,0
2025-02-27 21:00:00,6.69,28.33,6.38,30.11,11.61,0
2025-02-27 22:00:00,6.87,10.08,6.22,24.3,11.64,0
2025-02-27 23:00:00,6.7,3.86,6.07,25.14,11.68,0
2025-02-28 00:00:00,7.1,16.51,5.55,27.4,11.72,0
2025-02-28 01:00:00,6.82,23.05,6.77,31.18,11.77,0
2025-02-28 02:00:00,6.75,8.73,6.36,28.04,11.95,0
2025-02-28 03:00:00,6.83,22.16,5.13,26.26,11.93,0
2025-02-28 04:00:00,6.6,5.62,6.54,29.23,11.67,0
2025-02-28 05:00:00,6.65,10.26,7.08,30.49,11.68,0
2025-02-28 06:00:00,6.98,13.55,5.85,27.04,13.29,0
2025-02-28 07:00:00,6.7,54.37,6.14,28.68,13.15,0
2025-02-28 08:00:00,6.64,7.92,6.72,28.24,12.82,0
2025-02-28 09:00:00,6.88,22.97,5.22,28.86,13.06,0
2025-02-28 10:00:00,6.98,6.85,6.23,27.31,13.14,0
2025-02-28 11:00:00,6.91,5.98,6.67,28.94,13.19,0
2025-02-28 12:00:00,6.95,8.7,6.22,29.26,13.54,0
2025-02-28 13:00:00,6.69,16.96,5.85,29.07,12.89,0
2025-02-28 14:00:00,6.59,49.48,5.87,25.57,13.22,0
2025-02-28 15:00:00,7.03,9.89,5.69,25.85,13.09,0
2025-02-28 16:00:00,6.75,31.17,6.18,26.97,13.59,0
2025-02-28 17:00:00,6.76,56.16,7.03,28.4,13.49,0
2025-02-28 18:00:00,7.0,20.21,7.68,28.84,13.15,0
2025-02-28 19:00:00,6.88,35.17,6.52,26.42,11.6,0
2025-02-28 20:00:00,6.87,8.28,6.88,28.49,11.79,0
2025-02-28 21:00:00,7.12,22.53,6.03,29.42,11.93,0
2025-02-28 22:00:00,6.7,26.84,5.45,29.0,11.78,0
2025-02-28 23:00:00,6.94,4.62,7.43,27.31,11.91,0
2025-03-01 00:00:00,6.81,7.55,6.2,27.45,11.75,0
2025-03-01 01:00:00,6.84,13.08,6.86,26.05,11.63,0
2025-03-01 02:00:00,7.03,8.92,6.58,30.61,11.69,0
2025-03-01 03:00:00,6.88,14.34,7.0,28.71,11.89,0
2025-03-01 04:00:00,6.88,3.95,6.98,25.58,11.88,0
2025-03-01 05:00:00,6.96,52.53,6.64,29.84,11.97,0
2025-03-01 06:00:00,6.75,33.42,6.69,28.99,13.03,0
2025-03-01 07:00:00,6.67,116.35,7.11,29.79,12.87,0
2025-03-01 08:00:00,6.64,5.21,6.3,27.16,13.2,0
2025-03-01 09:00:00,6.51,23.17,7.28,27.37,13.37,0
2025-03-01 10:00:00,7.11,8.99,6.15,26.78,13.4,0
2025-03-01 11:00:00,6.63,5.95,6.54,31.18,12.85,0
2025-03-01 12:00:00,6.77,32.12,6.81,27.25,13.07,0
2025-03-01 13:00:00,6.76,17.39,5.69,26.57,13.03,0
2025-03-01 14:00:00,6.85,12.36,7.19,27.03,12.88,0
2025-03-01 15:00:00,6.92,20.66,6.74,27.51,13.09,0
2025-03-01 16:00:00,6.93,7.85,8.15,30.33,13.04,0
2025-03-01 17:00:00,6.71,7.61,7.54,28.42,13.31,0
2025-03-01 18:00:00,6.77,9.28,6.49,29.85,13.51,0
2025-03-01 19:00:00,6.84,36.65,7.39,28.43,11.82,0
2025-03-01 20:00:00,6.76,34.62,6.92,27.73,11.7,0
2025-03-01 21:00:00,7.04,4.97,6.62,26.44,11.94,0
2025-03-01 22:00:00,6.87,51.03,5.67,30.39,11.64,0
2025-03-01 23:00:00,6.91,16.26,5.79,29.49,11.94,0
2025-03-02 00:00:00,6.9,22.89,6.5,29.62,11.92,0
2025-03-02 01:00:00,6.98,9.02,6.25,29.39,11.96,0
2025-03-02 02:00:00,6.83,16.94,6.61,26.93,11.88,0
2025-03-02 03:00:00,6.61,5.91,7.19,28.4,11.78,0
2025-03-02 04:00:00,6.86,8.47,6.93,29.63,11.6,0
2025-03-02 05:00:00,6.7,30.29,6.15,29.42,11.68,0
2025-03-02 06:00:00,6.72,30.78,6.96,28.23,13.1,0
2025-03-02 07:00:00,6.89,23.67,6.04,30.96,13.26,0
2025-03-02 08:00:00,6.99,11.71,5.93,28.8,13.3,0
2025-03-02 09:00:00,6.8,4.88,6.69,29.98,13.46,0
2025-03-02 10:00:00,6.85,39.71,6.09,28.3,13.39,0
2025-03-02 11:00:00,7.06,32.39,6.18,27.44,13.26,0
2025-03-02 12:00:00,6.84,2.42,7.0,29.45,13.34,0
2025-03-02 13:00:00,7.19,31.16,6.83,29.1,13.4,0
2025-03-02 14:00:00,6.88,12.36,6.31,28.52,12.91,0
2025-03-02 15:00:00,6.54,27.48,5.69,26.73,12.96,0
2025-03-02 16:00:00,6.91,4.01,6.13,29.52,13.35,0
2025-03-02 17:00:00,6.86,9.44,7.47,26.81,13.48,0
2025-03-02 18:00:00,6.99,17.92,6.98,29.17,13.13,0
2025-03-02 19:00:00,6.9,52.55,7.21,26.35,11.61,0
2025-03-02 20:00:00,6.78,17.95,6.63,26.73,11.91,0
2025-03-02 21:00:00,6.62,35.64,6.32,28.44,11.83,0
2025-03-02 22:00:00,6.77,19.85,6.95,28.87,11.85,0
2025-03-02 23:00:00,6.67,19.31,7.14,28.33,11.63,0
2025-03-03 00:00:00,6.71,24.61,6.26,27.21,11.89,0
2025-03-03 01:00:00,6.89,15.92,6.14,29.67,11.81,0
2025-03-03 02:00:00,7.05,29.77,5.74,28.21,11.93,0
2025-03-03 03:00:00,6.86,6.34,6.13,28.29,11.79,0
2025-03-03 04:00:00,6.62,16.01,6.83,27.76,11.66,0
2025-03-03 05:00:00,6.87,55.54,6.2,26.92,11.88,0
